f.eid,ECG_I_filtered_mean,ECG_I_filtered_std,ECG_I_filtered_max,ECG_I_filtered_min,ECG_I_dynamic_mean,ECG_I_dynamic_std,ECG_I_dynamic_max,ECG_I_dynamic_min,ECG_II_filtered_mean,ECG_II_filtered_std,ECG_II_filtered_max,ECG_II_filtered_min,ECG_II_dynamic_mean,ECG_II_dynamic_std,ECG_II_dynamic_max,ECG_II_dynamic_min,ECG_III_filtered_mean,ECG_III_filtered_std,ECG_III_filtered_max,ECG_III_filtered_min,ECG_III_dynamic_mean,ECG_III_dynamic_std,ECG_III_dynamic_max,ECG_III_dynamic_min,ECG_aVR_filtered_mean,ECG_aVR_filtered_std,ECG_aVR_filtered_max,ECG_aVR_filtered_min,ECG_aVR_dynamic_mean,ECG_aVR_dynamic_std,ECG_aVR_dynamic_max,ECG_aVR_dynamic_min,ECG_aVL_filtered_mean,ECG_aVL_filtered_std,ECG_aVL_filtered_max,ECG_aVL_filtered_min,ECG_aVL_dynamic_mean,ECG_aVL_dynamic_std,ECG_aVL_dynamic_max,ECG_aVL_dynamic_min,ECG_aVF_filtered_mean,ECG_aVF_filtered_std,ECG_aVF_filtered_max,ECG_aVF_filtered_min,ECG_aVF_dynamic_mean,ECG_aVF_dynamic_std,ECG_aVF_dynamic_max,ECG_aVF_dynamic_min,ECG_V1_filtered_mean,ECG_V1_filtered_std,ECG_V1_filtered_max,ECG_V1_filtered_min,ECG_V1_dynamic_mean,ECG_V1_dynamic_std,ECG_V1_dynamic_max,ECG_V1_dynamic_min,ECG_V2_filtered_mean,ECG_V2_filtered_std,ECG_V2_filtered_max,ECG_V2_filtered_min,ECG_V2_dynamic_mean,ECG_V2_dynamic_std,ECG_V2_dynamic_max,ECG_V2_dynamic_min,ECG_V3_filtered_mean,ECG_V3_filtered_std,ECG_V3_filtered_max,ECG_V3_filtered_min,ECG_V3_dynamic_mean,ECG_V3_dynamic_std,ECG_V3_dynamic_max,ECG_V3_dynamic_min,ECG_V4_filtered_mean,ECG_V4_filtered_std,ECG_V4_filtered_max,ECG_V4_filtered_min,ECG_V4_dynamic_mean,ECG_V4_dynamic_std,ECG_V4_dynamic_max,ECG_V4_dynamic_min,ECG_V5_filtered_mean,ECG_V5_filtered_std,ECG_V5_filtered_max,ECG_V5_filtered_min,ECG_V5_dynamic_mean,ECG_V5_dynamic_std,ECG_V5_dynamic_max,ECG_V5_dynamic_min,ECG_V6_filtered_mean,ECG_V6_filtered_std,ECG_V6_filtered_max,ECG_V6_filtered_min,ECG_V6_dynamic_mean,ECG_V6_dynamic_std,ECG_V6_dynamic_max,ECG_V6_dynamic_min
1001188,5.668333333333333,10.849193390396458,64.0,-66.0,240.0634,30.48055413603893,356.0,122.0,-2.84,4.897046729067088,16.0,-20,31.593,23.38011443513483,153.0,-41.0,-9.201666666666666,11.496999487789072,71,-65.0,-208.4704,23.1443194723889,-78,-294.0,-2.45,6.154199108467865,33.0,-33.0,-135.5786,24.576708934273523,-54.0,-213.0,7.18,10.876316778517747,64.0,-69.0,224.5182,24.407024987900513,325.0,117.0,-5.736666666666666,6.987893499156635,39,-33,-88.1906,17.57521754175464,33.0,-140.0,-17.739583333333332,34.39394310372427,3.0,-233.0,-262.29,47.19409602905855,-184,-514.0,5.273333333333333,31.84172245480588,68.0,-218.0,-224.1934,44.33753710390328,-122.0,-484.0,10.021666666666667,24.31298412828467,160.0,-111.0,-179.2062,35.732507350590446,20.0,-345,10.95,24.843594077078837,200.0,-50.0,-89.952,30.323695289327784,131.0,-191.0,16.251666666666665,24.31313082586353,203.0,-24,-175.1456,33.85746595124922,83.0,-261.0,8.208333333333334,14.695405083071224,115.0,-6.0,-278.0018,34.60234958438516,-70.25,-355.0
1001200,7.155,11.295617513000341,76.0,-19.0,129.888,35.473813665857804,250.0,50.0,11.815,18.05586077519799,135.0,-40,145.9156,33.53993554913306,298.0,45.0,4.125,8.581338765017962,69,-26.0,16.0276,20.7088589313849,101,-61.0,-10.636666666666667,14.547553822626751,28.0,-103.0,-137.657,32.93230254628425,-49.0,-259.0,1.0766666666666667,4.2638936301095605,32.0,-8.0,57.1786,23.718766874355,135.0,14.0,8.206666666666667,13.023208343398164,101,-32,81.2188,21.50214237140104,197.0,17.0,-11.41,15.155479757060371,43.0,-104.0,-279.4676,50.66219251315521,-145,-429.0,-7.196666666666666,11.714292789390043,44.0,-87.0,-155.1178,51.65249580765677,-25.0,-303.0,2.725,26.430336894056673,32.0,-190.0,-111.3254,59.21843222207085,32.0,-361,7.05,29.02701328073558,183.0,-150.0,-191.9386,83.77483888399905,102.0,-441.0,7.195,27.799406018834286,212.0,-106,-194.2046,90.0496570723065,137.0,-417.0,8.273333333333333,22.884171142711043,180.0,-61.0,-195.228,79.55390132482505,94.0,-363.0
1001289,12.543333333333333,23.51059595633897,188.0,-5.0,100.0212,56.789660595569686,344.0,-11.0,17.121666666666666,25.706163927915984,213.0,-2,68.2496,30.97701889853186,292.0,20.0,4.15,10.807597636231035,41,-42.0,-31.7716,63.70873906647345,110,-182.0,-15.985,24.113096890832303,0.0,-201.0,-83.8936,32.830642379338244,-28.0,-298.0,3.9566666666666666,12.934377535166593,88.0,-12.0,66.1414,58.323355579390324,227.0,-49.0,10.851666666666667,15.894537758473998,123,-17,18.4836,41.266830881956515,197.0,-77.0,-11.731666666666667,35.599199390186044,15.0,-268.0,-222.074,96.91326082636988,-26,-579.0,-1.98,38.032831431102615,44.0,-252.0,-187.0226,78.28778505769594,-18.0,-512.0,4.71,26.269232319705626,93.0,-147.0,-243.2166,137.25941455667075,68.0,-613,9.218333333333334,36.08264583640667,273.0,-59.0,-245.7074,120.94393488406105,205.0,-497.0,8.023333333333333,36.41001861514981,283.0,-25,-138.5942,109.4662227646501,268.0,-346.0,7.401666666666666,31.800267250798726,236.0,-27.0,-193.103,125.46049892695311,223.0,-393.0
1001320,12.638333333333334,27.051756515161003,205.0,-12.0,40.0426,53.62458750647878,329.0,-76.0,16.983333333333334,35.745858345952314,265.0,-14,-65.5156,54.899010525145165,251.0,-159.0,3.703333333333333,11.506026923119707,61,-15.0,-105.5582,83.17376877814303,45,-268.0,-15.955,31.279114037964693,12.0,-237.0,12.9892,34.869176694610964,81.0,-228.0,4.3,10.488247390929208,76.0,-13.0,73.0528,64.3770084126313,271.0,-33.0,10.621666666666666,22.831743922783375,162,-10,-85.2898,65.16883776744834,148.0,-210.0,1.16,29.567004131858425,88.0,-232.0,-1.3282,32.9584963971356,104,-272.0,14.811666666666667,36.3734728965431,102.0,-187.0,8.6022,39.33193556335615,115.0,-223.0,21.185,28.8641203168686,121.0,-53.0,12.3046,32.02880295671382,125.0,-83,21.683333333333334,43.96248084699295,308.0,-7.0,-74.5254,56.08417026969374,288.0,-154.0,20.255,40.94581755197959,310.0,-17,39.3654,61.80084370653851,397.0,-76.0,15.753333333333334,38.26411489749748,294.0,-21.0,-15.3772,52.19882489252033,308.0,-110.0
1001359,4.276666666666666,8.421012739306097,41.0,-49.0,-294.9994,18.32245069961985,-183.25,-375.0,16.206666666666667,21.857430976418268,158.0,-5,-41.6232,24.67084963595701,113.0,-98.0,11.16,20.22608217129556,146,-3.0,253.3762,22.610331124510317,411,210.0,-11.43,13.18225195733516,9.0,-97.0,168.5634,18.56005335229401,226.0,67.0,-3.525,10.96597958840583,8.0,-86.0,-273.9362,16.47693325713253,-180.5,-377.0,13.953333333333333,20.647545993544984,148,-2,106.1228,21.82130427265978,251.0,70.0,-5.901666666666666,12.385555991646973,26.0,-99.0,100.8316,14.943428035092886,146,-7.0,-0.08,9.700872812965509,40.0,-69.0,-8.0796,13.818260642893437,42.0,-85.0,2.725,27.435853215576632,96.0,-172.0,26.4294,29.045168542117292,127.0,-169,1.6416666666666666,29.116031046296282,135.0,-164.0,-106.479,31.341952061095366,39.0,-296.0,2.265,24.634760840460107,167.0,-115,-106.2522,28.54445296655727,71.0,-249.0,1.1766666666666667,16.838412105131003,131.0,-69.0,45.0128,18.438173341196247,192.0,-33.0
1001423,10.675,12.930559732664321,62.0,-7.0,37.8294,15.973862890359362,113.0,-2.0,11.816666666666666,17.158760315231273,83.0,-22,-35.243,36.39883447309818,83.0,-111.0,0.61,7.145481089471863,25,-15.0,-73.0724,39.73234398119497,21,-151.0,-12.435,14.798280587059205,13.0,-72.0,-1.0382,19.886566841966463,42.0,-83.0,4.761666666666667,5.893063483640935,30.0,-11.0,55.7026,24.202969926023545,121.0,-6.0,6.491666666666666,11.50347471660435,54,-18,-53.9094,37.25792790319934,52.0,-125.0,-9.655,11.828185617414025,7.0,-68.0,-30.7122,28.87478088505608,33,-118.0,-4.211666666666667,8.818174256739443,8.75,-67.0,-85.3512,22.60412038899103,-38.0,-173.0,-0.6516666666666666,12.200013547351313,27.0,-61.0,23.2634,19.357888139257575,70.0,-51,18.558333333333334,44.18446103804167,154.0,-128.0,-49.7518,53.36652693177625,148.0,-227.0,32.07333333333333,62.37713247301093,242.0,-43,-7.8696,73.93669586774891,275.0,-169.0,26.782083333333333,61.595300064470386,467.0,-13.0,-105.6378,94.78185591746977,458.0,-233.0
1001537,6.04,14.712298710036213,119.0,-42.0,12.688,15.25568274447263,134.0,-42.0,6.465,14.73574254434887,86.0,-12,56.2756,38.12957440937415,181.0,-27.0,-0.285,14.996014192666886,106,-55.0,43.5876,36.18795830438628,201,-71.0,-7.47,12.661586261865718,4.0,-92.0,-34.237,22.714876865173625,17.0,-142.0,2.933333333333333,12.844151284620649,86.0,-75.0,-15.1984,20.1910038740029,99.0,-121.0,3.245,12.923040470415623,86,-12,50.1754,36.38730320922395,184.0,-26.0,-4.881666666666667,23.260717899975106,18.0,-154.0,-39.1662,24.14655622568154,0,-210.0,-4.968333333333334,40.59992607409799,54.0,-271.0,-105.1104,51.957973515525026,24.0,-425.0,0.4683333333333333,33.29472927089545,66.0,-196.0,-140.5574,46.59776717011235,-5.0,-394,1.78,23.39383679519031,77.0,-129.0,-160.5594,53.676576564084264,-12.0,-368.0,3.145,18.95637030129977,108.0,-88,-135.67,51.190095721731176,36.0,-300.0,3.3116666666666665,16.494378756278017,125.0,-38.0,-88.7076,44.54916948990183,93.0,-194.0
1001541,10.768333333333333,18.68318309484643,156.0,-14.0,91.3754,36.03174260065699,286.0,24.0,9.016666666666667,21.222387288479638,192.0,-48,161.301,48.13142008085778,413.0,34.0,-2.3583333333333334,7.072948269443388,36,-37.0,69.9256,17.12946188997191,130,10.0,-11.013333333333334,19.71978250950609,29.0,-175.0,-126.087,41.64677935927339,-29.0,-348.0,6.183333333333334,9.339328431721178,65.0,-16.0,10.9752,14.727124123874288,90.0,-29.0,3.5383333333333336,12.76578228007286,114,-42,115.8672,31.31451363441559,272.0,22.0,0.93,13.246324018383364,32.0,-107.0,46.6994,27.232896277113092,122,-102.0,7.156666666666666,15.740990721326561,63.0,-54.0,26.2942,17.74861251929288,95.0,-48.0,10.83,27.118156894105717,125.0,-99.0,-108.5694,44.77125845495076,52.0,-278,14.646666666666667,44.31615757511274,293.0,-140.0,-71.3458,52.89349130431834,245.0,-267.0,16.541666666666668,58.416706490713956,504.0,-82,-95.717,69.96820785899835,444.0,-256.0,12.91,44.84865549824209,399.0,-51.0,-146.4324,68.30828815187803,301.0,-294.0
1001845,11.738333333333333,25.189942382272775,211.0,-51.0,1.1238,27.63505877612711,224.0,-88.0,11.528333333333334,30.89194928384345,260.0,-18,17.2472,33.3757530575716,279.0,-24.0,-0.6866666666666666,25.55174792890346,208,-80.0,16.1234,29.95364706408887,245,-96.0,-12.818333333333333,25.15601976775252,2.0,-212.0,-8.943,26.732686939400608,19.0,-221.0,5.993333333333333,20.135042973769774,129.0,-130.0,-7.2512,23.49165167798978,144.0,-159.0,5.626666666666667,25.41732917169352,193,-28,16.9322,28.547062951554228,225.0,-34.0,-0.38666666666666666,27.03467814164286,55.0,-186.0,69.939,28.913970308485826,139,-144.0,6.361666666666666,62.50467340305221,186.0,-437.0,83.4846,65.37097339676073,275.0,-388.0,8.295,39.141554751099676,169.0,-273.0,79.9528,41.46189783596501,251.0,-228,10.798333333333334,36.29197795503696,315.0,-111.0,79.1286,38.66673585965073,398.0,-63.0,11.163333333333334,42.50611707612081,397.0,-58,22.1416,45.272043795702444,427.0,-67.0,11.465,45.9339973041029,430.0,-21.0,17.6842,48.14456636381722,445.0,-30.0
1001915,10.365,18.927364009109493,149.0,-7.0,201.3936,74.61687395649861,431.0,17.0,17.891666666666666,25.370913737760585,208.0,-6,193.2666,76.70029937646919,489.0,22.0,6.7716666666666665,8.615075771898676,64,-11.0,-8.127,16.379440497159845,99,-56.0,-15.35,21.972805161532442,4.0,-180.0,-197.0766,75.21927101773854,-22.0,-459.0,1.3583333333333334,7.294970680011142,58.0,-10.0,105.0048,38.04426864798428,206.0,4.0,12.57,16.449065829604628,134,-4,92.823,41.040371233701094,274.0,5.0,3.325,16.048864186186716,40.0,-98.0,-23.0548,40.40242810723138,64,-174.0,7.211666666666667,18.15682233272723,82.0,-80.0,-34.0054,29.039479520817864,65.0,-162.0,11.825,24.771240885349286,187.0,-47.0,-92.5052,29.678955051686035,110.0,-178,13.37,28.9047245273156,251.0,-27.0,-43.2204,40.08085108677209,229.0,-126.0,12.706666666666667,27.682255848989055,246.0,-13,-18.6096,46.082408659270406,261.0,-97.0,12.061666666666667,23.14075475336869,206.0,-3.0,-15.4644,31.538356530421808,209.0,-64.0
